lang_0000000000NTGW3H6Z3X50KW3P,Northern Sami,se,sme,Davvisámegiella,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000C6NPGHVGBWBDVNEN,Sango,sg,sag,Yângâ tî sängö,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000JWWCCT20VEV18AVE,Sinhala,si,sin,සිංහල,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000RBP8M0F8T9XX0M78,Slovak,sk,slk,Slovenčina,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000NHSA9KRMZY5539M5,Slovenian,sl,slv,Slovenski jezik,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000HHR45Q7VAJ5TFCKK,Samoan,sm,smo,Gagana fa'a samoa,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000786564ZTC9PGA6XV,Shona,sn,sna,Chishona,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000M4JTMWR8AH1SJNMQ,Somali,so,som,Soomaaliga,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000JT1NJJ63AFVGQKHD,Albanian,sq,sqi,Shqip,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000PSE4SWJ24KAGS5GJ,Serbian,sr,srp,Српски језик,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000S8TEJ4R4J3F24T9H,Swati,ss,ssw,Siswati,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000Z96V8RWYXFYSM6M1,Southern Sotho,st,sot,Sesotho,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000CK9X52TMQ72FA52X,Sundanese,su,sun,Basa sunda,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000TJBTY1A6ZAZWM1PA,Swedish,sv,swe,Svenska,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000BBAT6KH1SBGVA3SQ,Swahili,sw,swa,Kiswahili,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000XD2XA9ASHCY831HK,Tamil,ta,tam,தமிழ்,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000JNTSXKTVH13D1G0B,Telugu,te,tel,తెలుగు,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000CC4WWYHYQTHQH1RK,Tajik,tg,tgk,Тоҷикӣ,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_00000000006567MNV7VR8MGA4A,Thai,th,tha,ไทย,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000QPA3WT9KS3T0JFZ8,Tigrinya,ti,tir,ትግርኛ,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000XPE5CKGQY3K32RPN,Turkmen,tk,tuk,Türkmen,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_00000000004X585QF9QRF0V6KW,Tagalog,tl,tgl,Wikang tagalog,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000YWN9PVPE0JHYKQZE,Tswana,tn,tsn,Setswana,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000S55HZ9PR8KGE99M6,Tonga,to,ton,Faka tonga,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000FE9MEYGZX8HBT553,Turkish,tr,tur,Türkçe,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000Z07E6F7STYT0F54K,Tsonga,ts,tso,Xitsonga,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000GXCR152JHGFHZ7P2,Tatar,tt,tat,Татар теле,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000QFFGTKDERJP4B8HX,Twi,tw,twi,Twi,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_00000000000E081RDB9X34R9BG,Tahitian,ty,tah,Reo tahiti,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000PCMYE5WYR8SZZ2R7,Uyghur,ug,uig,ئۇيغۇرچە‎,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000NGG2GPJX3MQHV3AG,Urdu,ur,urd,اردو,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000F59D422DQQJ7HZVN,Uzbek,uz,uzb,Ўзбек,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000APQTRBY360R9VKRB,Venda,ve,ven,Tshivenḓa,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000M4ZVZEKEA4DVEZT9,Vietnamese,vi,vie,Tiếng việt,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000YFQV2T02FPSJB2VD,Volapük,vo,vol,Volapük,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000DSJKFKS5YFWAK84M,Walloon,wa,wln,Walon,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000SQFZM0CTF2EDC8A5,Wolof,wo,wol,Wollof,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000MH14AYTF5796C9M1,Xhosa,xh,xho,Isixhosa,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000E5XDF56F9QMTEA8W,Yiddish,yi,yid,ייִדיש,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000790XHA1NG0BJ0VVD,Yoruba,yo,yor,Yorùbá,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
